205.1259,160.9566,123.3176,122.3201,98.1141,129.2494,89.6154,88.312,123.8895,90.2139,85.519,95.9994,99.4574,98.0476,94.563,134.6359,103.5671,82.2605,73.5091,231.9786,117.8114,102.6494,102.41,101.3859,20.9475,21.4396,21.9849,153.5219,13.4995,26.9325,36.3489,28.4221,28.9674,167.4071,337.4476,115.6169,314.7711,314.1061,128.9701,129.2361,42.8659,42.9856,72.0195,107.73,377.3609
0,43.2516,151.6599,152.6574,116.7341,97.5555,114.9386,127.3076,102.7691,165.8244,161.1029,171.6099,166.2101,173.6581,170.1735,213.6246,188.5674,157.8444,147.8561,121.6285,116.8006,187.6364,184.5375,186.3995,198.9015,198.4626,197.9705,232.4441,193.914,215.4999,193.781,217.0161,217.4949,246.316,229.691,242.8314,207.0145,206.3495,256.1979,256.4506,227.0576,227.164,210.6055,248.2179,119.301
43.5841,0,108.0625,109.0866,73.2431,72.6845,71.3146,83.8565,77.7784,122.2004,117.4789,127.9726,122.5994,130.0075,126.5495,169.9474,144.97,114.2204,104.2055,97.7151,91.8099,144.039,140.9401,142.8021,155.2775,154.8386,154.3199,188.8334,150.29,172.2084,150.1304,173.7246,174.2034,202.7186,205.751,199.1675,183.0745,182.3829,212.534,212.7734,183.3804,183.5134,173.8709,204.554,262.0366
152.3515,108.7541,0,1.0241,59.9165,91.2779,45.9914,65.2764,85.918,74.3204,69.5989,80.8374,60.648,78.7759,78.6429,82.0211,72.9505,66.4734,68.1891,191.6796,90.9986,73.8815,77.1666,75.1184,119.5271,118.902,118.4099,100.9204,110.3634,132.3084,114.2071,133.8246,134.3034,114.779,300.2076,131.8296,277.5311,276.8395,145.1961,145.4621,148.3349,148.4546,136.5245,169.4819,325.1451
152.8569,109.2595,0.9709,0,60.8874,92.2621,46.9756,66.234,86.8889,73.3096,68.5881,79.8266,59.6239,77.7651,77.6321,80.997,71.953,65.4626,67.0586,192.185,91.9695,72.8574,76.1425,74.1076,118.3035,117.8779,117.3991,99.9096,109.1265,131.0715,113.183,132.5744,133.0665,113.7549,300.6864,130.8055,278.0099,277.3316,144.172,144.438,147.0714,147.2044,135.2876,168.3514,325.6239
117.2661,73.6421,59.5175,60.5416,0,34.0214,16.5984,14.6965,28.6881,63.84,59.1185,69.5989,66.5266,71.6471,68.1891,111.5604,86.6096,56.1659,46.018,136.4181,33.8086,85.6919,82.593,84.455,96.9969,96.558,96.0526,130.4464,93.0734,114.912,91.8631,116.4149,116.9336,144.3316,241.8339,140.7805,219.1441,218.4791,154.147,154.413,125.1131,125.2461,102.8755,146.2734,289.2484
97.7816,72.9505,90.8124,91.8365,33.915,0,44.0496,48.6381,11.2784,91.4375,86.716,97.1964,93.9645,99.2446,95.7866,139.2111,114.2071,83.4575,73.4426,116.109,23.674,113.2761,110.1639,112.0259,124.5146,124.0624,123.5836,158.0971,119.5005,141.4455,119.3675,142.9484,143.4405,171.9424,223.6794,168.4046,201.0029,200.3246,181.7445,182.0105,152.6441,152.7505,120.2586,173.7911,192.8101
115.4174,71.82,46.7495,47.7736,16.891,45.1136,0,22.0115,39.767,50.7129,45.9515,56.4851,51.2981,58.6131,54.9955,98.553,73.5756,42.9989,32.8244,147.5901,44.8875,72.6446,69.5324,71.3944,83.8166,83.3644,82.8856,117.4656,80.1059,101.9046,78.6695,103.3809,103.8996,131.3375,252.9926,127.7465,230.3161,229.6245,141.0864,141.3524,111.9195,112.0259,106.2005,132.9734,287.413
127.3076,83.6836,66.1675,67.1916,14.4704,48.5184,22.0381,0,43.1851,67.4975,62.776,73.2564,71.953,75.3046,71.82,115.2179,90.2671,59.5175,49.3164,150.9151,48.279,89.3494,86.2239,88.1125,100.3086,99.8564,99.351,134.1039,94.1241,110.257,95.1615,111.7599,112.252,147.9625,256.3176,144.438,233.6145,232.9495,157.7779,158.0705,126.2569,126.3899,92.8074,149.5851,299.6091
103.1016,78.2705,85.918,86.9421,29.0206,11.172,39.1286,43.7304,0,86.4899,81.7684,92.2621,89.0701,94.297,90.8124,134.2635,109.2595,78.5099,68.495,114.0874,12.3956,108.3285,105.2296,107.0916,119.5404,119.1281,118.6094,153.1229,114.5795,136.5245,114.4199,138.0274,138.5195,167.0081,219.5165,163.457,196.84,196.1484,176.7969,177.0629,147.6699,147.8029,108.9536,168.8435,190.7885
